2021-10-22 05:07:25.688 | INFO     |  5720 | mycroft.messagebus.load_config:load_message_bus_config:33 | Loading message bus configs
2021-10-22 05:07:30.394 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-volume.mycroftai/settings.json
2021-10-22 05:07:30.452 | ERROR    |  5720 | VolumeSkill | Couldn't allocate mixer, ALSAAudioError('No such file or directory [default]')
2021-10-22 05:07:33.453 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-volume.mycroftai
2021-10-22 05:07:33.455 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-volume.mycroftai/settings.json
2021-10-22 05:07:33.456 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-volume.mycroftai loaded successfully
2021-10-22 05:07:33.457 | INFO     |  5720 | __main__:on_started:177 | Skills service is starting up.
2021-10-22 05:07:33.532 | INFO     |  5720 | __main__:_update_system:154 | Attempting system update...
2021-10-22 05:07:36.541 | INFO     |  5720 | mycroft.enclosure.display_manager:_write_data:70 | Display Manager is creating /tmp/mycroft/ipc/managers/disp_info
2021-10-22 05:07:36.543 | INFO     |  5720 | __main__:_ensure_device_is_paired:133 | Device not paired, invoking the pairing skill
2021-10-22 05:07:36.550 | INFO     |  5720 | __main__:on_alive:181 | Skills service is alive.
2021-10-22 05:07:36.550 | INFO     |  5720 | msm.mycroft_skills_manager | building SkillEntry objects for all skills
2021-10-22 05:07:37.069 | INFO     |  5720 | PairingSkill | Communicating account URL to user
2021-10-22 05:07:37.207 | WARNING  |  5720 | msm.mycroft_skills_manager | No such default skill: mycroft-pandora
2021-10-22 05:07:37.283 | INFO     |  5720 | mycroft.skills.skill_manager:run:234 | Not all default skills are installed, performing skill update...
2021-10-22 05:07:37.283 | INFO     |  5720 | mycroft.skills.skill_updater:update_skills:149 | Beginning skill update...
2021-10-22 05:07:37.356 | INFO     |  5720 | msm.mycroft_skills_manager | building SkillEntry objects for all skills
2021-10-22 05:07:38.191 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:38.208 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/fallback-unknown
2021-10-22 05:07:38.210 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/fallback-wolfram-alpha
2021-10-22 05:07:38.211 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-alarm
2021-10-22 05:07:38.211 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-audio-record
2021-10-22 05:07:38.212 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-configuration
2021-10-22 05:07:38.213 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-date-time
2021-10-22 05:07:38.214 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/fallback-duckduckgo
2021-10-22 05:07:38.215 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-hello-world
2021-10-22 05:07:38.215 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-installer
2021-10-22 05:07:38.216 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-ip
2021-10-22 05:07:38.217 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-joke
2021-10-22 05:07:38.219 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-naptime
2021-10-22 05:07:38.220 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-npr-news
2021-10-22 05:07:38.221 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-playback-control
2021-10-22 05:07:38.222 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-reminder
2021-10-22 05:07:38.223 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-singing
2021-10-22 05:07:38.223 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-personal
2021-10-22 05:07:39.299 | ERROR    |  5720 | msm.mycroft_skills_manager | Error running install_or_update on homeassistant.mycroftai: MergeConflict
2021-10-22 05:07:39.302 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-speak
2021-10-22 05:07:39.534 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:39.857 | INFO     |  5720 | msm.skill_entry | Successfully installed fallback-unknown
2021-10-22 05:07:39.858 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:39.859 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-spelling
2021-10-22 05:07:39.893 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:39.927 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.012 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.048 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.051 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.100 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.214 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.218 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-hello-world
2021-10-22 05:07:40.219 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:40.221 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-stop
2021-10-22 05:07:40.254 | INFO     |  5720 | msm.skill_entry | Nothing new for mycroft-volume
2021-10-22 05:07:40.258 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-fallback-duck-duck-go
2021-10-22 05:07:40.267 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-joke
2021-10-22 05:07:40.299 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-ip
2021-10-22 05:07:40.304 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-personal
2021-10-22 05:07:40.305 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:40.307 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-support
2021-10-22 05:07:40.343 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.344 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-naptime
2021-10-22 05:07:40.348 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:40.351 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/mycroft-timer
2021-10-22 05:07:40.417 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-audio-record
2021-10-22 05:07:40.418 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.421 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.439 | INFO     |  5720 | msm.skill_entry | Nothing new for mycroft-pairing
2021-10-22 05:07:40.528 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:40.556 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for fallback-wolfram-alpha
2021-10-22 05:07:40.566 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-playback-control
2021-10-22 05:07:40.567 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:40.568 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-weather
2021-10-22 05:07:40.585 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-volume
2021-10-22 05:07:40.619 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-version-checker
2021-10-22 05:07:40.998 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:41.019 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-configuration
2021-10-22 05:07:41.449 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:41.476 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-installer
2021-10-22 05:07:41.991 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.045 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.046 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.047 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.047 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.085 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-stop
2021-10-22 05:07:42.086 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:42.087 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/mycroftai/skill-wiki
2021-10-22 05:07:42.094 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-speak
2021-10-22 05:07:42.094 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:42.103 | INFO     |  5720 | msm.skill_entry | Downloading skill: https://github.com/MycroftAI/skill-query
2021-10-22 05:07:42.131 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-support-helper
2021-10-22 05:07:42.135 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.146 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-spelling
2021-10-22 05:07:42.146 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:42.192 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-npr-news
2021-10-22 05:07:42.293 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-reminder
2021-10-22 05:07:42.293 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:42.302 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.323 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.328 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.395 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-version-checker
2021-10-22 05:07:42.395 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:42.402 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.406 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-date-time
2021-10-22 05:07:42.463 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-timer
2021-10-22 05:07:42.464 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:42.464 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-alarm
2021-10-22 05:07:42.606 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.658 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-weather
2021-10-22 05:07:42.701 | ERROR    |  5720 | msm.mycroft_skills_manager | Error running install_or_update on homeassistant: MergeConflict
2021-10-22 05:07:42.835 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:42.862 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-singing
2021-10-22 05:07:42.862 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:42.981 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:43.012 | INFO     |  5720 | msm.skill_entry | Installing system requirements...
2021-10-22 05:07:43.020 | INFO     |  5720 | msm.skill_entry | Successfully installed fallback-query
2021-10-22 05:07:43.020 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:43.043 | INFO     |  5720 | msm.skill_entry | Installing requirements.txt for mycroft-wiki
2021-10-22 05:07:43.272 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-fallback-duck-duck-go
2021-10-22 05:07:43.273 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:44.410 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-joke
2021-10-22 05:07:44.410 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:45.306 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-ip
2021-10-22 05:07:45.306 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:46.226 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-audio-record
2021-10-22 05:07:46.227 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:50.482 | INFO     |  5720 | msm.skill_entry | Successfully installed fallback-wolfram-alpha
2021-10-22 05:07:50.483 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:54.014 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-configuration
2021-10-22 05:07:54.015 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:54.983 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-installer
2021-10-22 05:07:54.984 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:07:57.198 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-support-helper
2021-10-22 05:07:57.199 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:08:00.605 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-npr-news
2021-10-22 05:08:00.606 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:08:07.405 | INFO     |  5720 | PairingSkill | Initiating device pairing sequence...
2021-10-22 05:08:07.406 | INFO     |  5720 | PairingSkill | Retrieving pairing code from device API...
2021-10-22 05:08:07.796 | INFO     |  5720 | PairingSkill | Pairing code obtained: XRCCM4
2021-10-22 05:08:07.796 | INFO     |  5720 | PairingSkill | Communicating pairing URL to user
2021-10-22 05:08:17.637 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-date-time
2021-10-22 05:08:17.639 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:08:18.711 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-alarm
2021-10-22 05:08:18.711 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:08:19.770 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-weather
2021-10-22 05:08:19.771 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:08:22.021 | INFO     |  5720 | msm.skill_entry | Successfully installed mycroft-wiki
2021-10-22 05:08:22.021 | INFO     |  5720 | msm.mycroft_skills_manager | invalidating skills cache
2021-10-22 05:08:22.145 | INFO     |  5720 | mycroft.skills.skill_updater:_log_next_download_time:267 | Next scheduled skill update: 2021-10-22 06:08:22.144567
2021-10-22 05:08:22.145 | INFO     |  5720 | mycroft.skills.skill_updater:update_skills:170 | Skill update complete
2021-10-22 05:08:22.145 | INFO     |  5720 | mycroft.skills.skill_manager:_load_on_startup:273 | Loading installed skills...
2021-10-22 05:08:22.147 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-ip.mycroftai
2021-10-22 05:08:22.272 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-ip.mycroftai/settings.json
2021-10-22 05:08:22.295 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-ip.mycroftai
2021-10-22 05:08:22.298 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-ip.mycroftai/settings.json
2021-10-22 05:08:22.346 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-ip.mycroftai loaded successfully
2021-10-22 05:08:22.347 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-reminder.mycroftai
2021-10-22 05:08:22.416 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-reminder.mycroftai/settings.json
2021-10-22 05:08:22.442 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-reminder.mycroftai
2021-10-22 05:08:22.443 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-reminder.mycroftai/settings.json
2021-10-22 05:08:22.449 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-reminder.mycroftai loaded successfully
2021-10-22 05:08:22.450 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-installer.mycroftai
2021-10-22 05:08:22.471 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-installer.mycroftai/settings.json
2021-10-22 05:08:22.495 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-installer.mycroftai
2021-10-22 05:08:22.496 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-installer.mycroftai/settings.json
2021-10-22 05:08:22.496 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-installer.mycroftai loaded successfully
2021-10-22 05:08:22.501 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-version-checker.mycroftai
2021-10-22 05:08:22.520 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-version-checker.mycroftai/settings.json
2021-10-22 05:08:22.554 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-version-checker.mycroftai
2021-10-22 05:08:22.555 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-version-checker.mycroftai/settings.json
2021-10-22 05:08:22.555 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-version-checker.mycroftai loaded successfully
2021-10-22 05:08:22.556 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-singing.mycroftai
2021-10-22 05:08:22.560 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-singing.mycroftai/settings.json
2021-10-22 05:08:22.569 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-singing.mycroftai
2021-10-22 05:08:22.570 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-singing.mycroftai/settings.json
2021-10-22 05:08:22.571 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-singing.mycroftai loaded successfully
2021-10-22 05:08:22.572 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-joke.mycroftai
2021-10-22 05:08:22.586 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-joke.mycroftai/settings.json
2021-10-22 05:08:22.614 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-joke.mycroftai
2021-10-22 05:08:22.614 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-joke.mycroftai/settings.json
2021-10-22 05:08:22.631 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-joke.mycroftai loaded successfully
2021-10-22 05:08:22.631 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-timer.mycroftai
2021-10-22 05:08:22.690 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-timer.mycroftai/settings.json
2021-10-22 05:08:22.825 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-timer.mycroftai
2021-10-22 05:08:22.829 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-timer.mycroftai/settings.json
2021-10-22 05:08:22.833 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-timer.mycroftai loaded successfully
2021-10-22 05:08:22.834 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: homeassistant.mycroftai
2021-10-22 05:08:23.226 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/homeassistant.mycroftai/settings.json
2021-10-22 05:08:23.227 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/homeassistant.mycroftai/settings.json
2021-10-22 05:08:23.301 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill homeassistant.mycroftai loaded successfully
2021-10-22 05:08:23.302 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-alarm.mycroftai
2021-10-22 05:08:23.376 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-alarm.mycroftai/settings.json
2021-10-22 05:08:23.376 | ERROR    |  5720 | AlarmSkill | Couldn't allocate mixer, ALSAAudioError('No such file or directory [default]')
2021-10-22 05:08:23.463 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-alarm.mycroftai
2021-10-22 05:08:23.464 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-alarm.mycroftai/settings.json
2021-10-22 05:08:23.467 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-alarm.mycroftai loaded successfully
2021-10-22 05:08:23.468 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-naptime.mycroftai
2021-10-22 05:08:23.472 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-naptime.mycroftai/settings.json
2021-10-22 05:08:23.503 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-naptime.mycroftai
2021-10-22 05:08:23.505 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-naptime.mycroftai/settings.json
2021-10-22 05:08:23.508 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-naptime.mycroftai loaded successfully
2021-10-22 05:08:23.508 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-spelling.mycroftai
2021-10-22 05:08:23.514 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-spelling.mycroftai/settings.json
2021-10-22 05:08:23.551 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-spelling.mycroftai
2021-10-22 05:08:23.552 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-spelling.mycroftai/settings.json
2021-10-22 05:08:23.553 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-spelling.mycroftai loaded successfully
2021-10-22 05:08:23.553 | INFO     |  5720 | mycroft.skills.skill_loader:load:185 | ATTEMPTING TO LOAD SKILL: mycroft-fallback-duck-duck-go.mycroftai
2021-10-22 05:08:23.568 | INFO     |  5720 | mycroft.skills.settings:get_local_settings:83 | /opt/mycroft/skills/mycroft-fallback-duck-duck-go.mycroftai/settings.json
2021-10-22 05:08:23.600 | INFO     |  5720 | mycroft.skills.skill_loader:_check_for_first_run:324 | First run of mycroft-fallback-duck-duck-go.mycroftai
2021-10-22 05:08:23.600 | INFO     |  5720 | mycroft.skills.settings:save_settings:116 | Skill settings successfully saved to /home/runner/.config/mycroft/skills/mycroft-fallback-duck-duck-go.mycroftai/settings.json
2021-10-22 05:08:23.601 | INFO     |  5720 | mycroft.skills.skill_loader:_communicate_load_status:344 | Skill mycroft-fallback-duck-duck-go.mycroftai loaded successfully
